Site,Coordinates ,Source for Coordinates,"Decimal Degrees Coordinates (Latitude, Longitude)",Family1,Genus1,species,subspecies,Name as described2,Distribution3 ,Lifeform/Habit4,Original plant part descriptions,Part consumed: Leaf,Part consumed: Fruit,Part consumed: Seed,Part consumed: Flower,Part consumed: Other,Part consumed: Unknown,Source for part consumed,Common name,Source for common name
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Apocynaceae,Secamone ,pachystigma,*,Secamone pachystigma,Endemic,Vine,leaves,leaf,*,*,*,*,*,Yamashita et al. (2015),Angalora ,Yamashita et al. (2015)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Apocynaceae,Secamone ,sp.,*,Secamone sp.,Family or Genus Not Endemic to Malagasy Region,*,leaves,leaf,*,*,*,*,*,LaFleur & Gould (2009),Angalora ,Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Apocynaceae,Secamone ,sp.,*,Secamone sp.,Family or Genus Not Endemic to Malagasy Region,*,young leaves; mature leaves; stems,leaf (immature and mature),*,*,*,stem,*,Millette (2016),Angalora ,Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Apocynaceae,Secamone ,sp.,*,Secamone sp.,Family or Genus Not Endemic to Malagasy Region,*,mature leaves,leaf (mature),*,*,*,*,*,Simmen et al. (2006),Angalora ,Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Apocynaceae,Secamone ,sp.,*,Secomone sp. ,Family or Genus Not Endemic to Malagasy Region,*,leaves,leaf,*,*,*,*,*,Sauther & Cuozzo (2009),Angalora ,Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Aristolochiaceae,Aristolochia ,albida,*,Aristolochia aurita,Native Not Endemic,"Liana, vine",mature leaves,leaf (mature),*,*,*,*,*,Simmen et al. (2006),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Aristolochiaceae,Aristolochia ,albida,*,Aristolochia aurita ,Native Not Endemic,"Liana, vine",leaves,leaf,*,*,*,*,*,Sauther & Cuozzo (2009),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Aristolochiaceae,Aristolochia ,albida,*,Aristolochia bernieri,Native Not Endemic,"Liana, vine",mature leaves,leaf (mature),*,*,*,*,*,Millette (2016),Totonga ,Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Asphodelaceae,Aloe ,divaricata,*,Aloe divaricata,Endemic,"Leaf succulent, shrub",leaves,leaf,*,*,*,*,*,Gemmill & Gould (2008),Aloe ,Gemmill & Gould (2008)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Asphodelaceae,Aloe ,divaricata,*,Aloe divaricata,Endemic,"Leaf succulent, shrub",stalk,*,*,*,*,stalk,*,Yamashita (1996 a;b),Aloe ,Gemmill & Gould (2008)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Asphodelaceae,Aloe ,divaricata,*,Aloe divaricata,Endemic,"Leaf succulent, shrub",leaves,leaf,*,*,*,*,*,Yamashita et al. (2015),Aloe ,Gemmill & Gould (2008)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Asphodelaceae,Aloe  ,divaricata,vaotsohy,Aloe vahontsoy ,*,*,young leaves; flower buds; fruits,leaf (immature),fruit,*,bud,*,*,Millette (2016),Vahontsoy ,Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Asteraceae,Bidens ,sp.,*,Bidens sp.,Family or Genus Not Endemic to Malagasy Region,*,mature leaves,leaf (mature),*,*,*,*,*,Simmen et al. (2006),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Asteraceae,Senecio ,sp.,*,Cenecio sp. (SIC),Family or Genus Not Endemic to Malagasy Region,*,leaves,leaf,*,*,*,*,*,LaFleur & Gould (2009),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Asteraceae,Tridax ,procumbens,*,Tridax procumbens,Naturalized,Herb,leaves,leaf,*,*,*,*,*,Gemmill & Gould (2008),Angamay ,Gemmill & Gould (2008)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Asteraceae,Tridax ,procumbens,*,Tridax procumbens,Naturalized,Herb,flowers; leaves,leaf,*,*,flower,*,*,LaFleur & Gould (2009),Angamay ,Gemmill & Gould (2008)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Bignoniaceae,Fernandoa ,madagascariensis,*,Fernandoa madagascariensis,Endemic,"Shrub, tree",mature leaves; [stems?],leaf (mature),*,*,*,*,[stems?],Simmen et al. (2006),Somotsoy ,Soma (2006)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Cordiaceae,Cordia ,sinensis,*,Coridia ainensis ,*,"Shrub, tree",mature leaf,leaf (mature),*,*,*,*,*,Millette (2016),Varo ,Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Cactaceae,Opuntia ,sp.,*,Opuntia sp.,Naturalized,*,leaves,leaf,*,*,*,*,*,Gemmill & Gould (2008),Raketa ,Gemmill & Gould (2008)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Capparaceae,Cadaba ,virgata,*,Cadaba virgata,Endemic,"Shrub, tree",fruits,*,fruit,*,*,*,*,Millette (2016),Ndriamainty ,Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Capparaceae,Capparis ,chrysomeia,*,Capparis chrysameia (SIC),Endemic,Vine,mature leaves,leaf (mature),*,*,*,*,*,Millette (2016),Roihavitse ,Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Capparaceae,Capparis ,chrysomeia,*,Capparis chrysome (SIC),Endemic,Vine,ripe fruit pulp/seed; young leaf/leaf bud; mature leaves; [stems?],leaf (immature and mature),fruit (ripe),fruit (pulp with seed),*,*,[stem?],Simmen et al. (2006),Roihavitse ,Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Capparaceae,Capparis ,chrysomeia,*,Capparis chrysomeia ,Endemic,Vine,leaves,leaf,*,*,*,*,*,Sauther & Cuozzo (2009),Roihavitse ,Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Capparaceae,Crateva ,excelsa,*,Crateva cf. excelsa,Native Not Endemic,Tree,flowers; young leaf/leaf bud,leaf (young),*,*,flower,*,*,Simmen et al. (2006),Akaly ,Gemmill & Gould (2008)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Capparaceae,Crateva ,excelsa,*,Crateva excelsa,Native Not Endemic,Tree,flower buds; flowers; young leaves; fruits,leaf (young),fruit,*,flower; bud,*,*,Millette (2016),Akaly ,Gemmill & Gould (2008)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Capparaceae,Crateva ,excelsa,*,Crateva excelssa ,Native Not Endemic,Tree,leaves,leaf,*,*,*,*,*,Gemmill & Gould (2008),Akaly ,Gemmill & Gould (2008)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Capparaceae,Maerua ,filiformis,*,Maerua filiformis,Endemic,Tree,"leaves, buds",leaf,*,*,bud,*,*,Gemmill & Gould (2008),Solety; Suomongy/Somangy ,Soma (2006); Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Capparaceae,Maerua ,filiformis,*,Maerua filiformis,Endemic,Tree,?,*,*,*,*,*,?,Goodman et al. (2006),Solety; Suomongy/Somangy ,Soma (2006); Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Capparaceae,Maerua ,filiformis,*,Maerua filiformis,Endemic,Tree,leaves,leaf,*,*,*,*,*,LaFleur & Gould (2009),Solety; Suomongy/Somangy ,Soma (2006); Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Capparaceae,Maerua ,filiformis,*,Maerua filiformis,Endemic,Tree,flower buds; flowers; mature leaves; fruits,leaf (mature),fruit,*,flower; bud,*,*,Millette (2016),Solety; Suomongy/Somangy ,Soma (2006); Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Capparaceae,Maerua ,filiformis,*,Maerua filiformis,Endemic,Tree,ripe fruit pulp/seed; flowers; young leaf/leaf bud,leaf (immature),fruit (ripe),fruit (pulp with seed),flower,*,*,Simmen et al. (2006),Solety; Suomongy/Somangy ,Soma (2006); Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Capparaceae,Maerua ,filiformis,*,Maerua filiformis,Endemic,Tree,flower buds,*,*,*,bud,*,*,Yamashita (1996 a;b),Solety; Suomongy/Somangy ,Soma (2006); Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Capparaceae,Maerua ,filiformis,*,Maerua filiformis ,Endemic,Tree,leaves; fruit,leaf,fruit,*,*,*,*,Sauther & Cuozzo (2009),Solety; Suomongy/Somangy ,Soma (2006); Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Capparaceae,Maerua ,nuda,*,Maerua nuda,Endemic,Shrub,ripe fruit pulp/seed,*,fruit (ripe),fruit (pulp with seed),*,*,*,Simmen et al. (2006),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Capparaceae,Maerua ,sp.,*,Maerua sp.,Family or Genus Not Endemic to Malagasy Region,*,leaf buds; stems,leaf (immature),*,*,*,stem,*,Millette (2016),Sarysuomongy ,Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Caricaceae,Carica ,papaya,*,Carica papaya,*,*,other; fruits,*,fruit,*,*,?,*,Millette (2016),Papaya ,Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Celastraceae,Gymnosporia ,linearis,*,Gymnosporia linearis,Native Not Endemic,"Shrub, tree",mature leaves,leaf (mature),*,*,*,*,*,Millette (2016),Tsingilifilo; Tsingilofilo ,Gemmill & Gould (2008); Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Celastraceae,Gymnosporia ,linearis,*,"""Tsingilifilo"" ",Native Not Endemic,"Shrub, tree",leaves,leaf,*,*,*,*,*,Gemmill & Gould (2008),Tsingilifilo; Tsingilofilo ,Gemmill & Gould (2008); Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Celastraceae,Gymnosporia ,linearis,*,Maytenus linearis,Native Not Endemic,"Shrub, tree",flowers,*,*,*,flower,*,*,Simmen et al. (2006),Tsingilifilo; Tsingilofilo ,Gemmill & Gould (2008); Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Celastraceae,"Genus placeholder, as currently circumscribed, not represented in Madagascar",*,*,Hippocratea sp.,*,*,young leaf/leaf bud; mature leaves,leaf (immature and mature),*,*,*,*,*,Simmen et al. (2006),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Colchicaceae,Gloriosa ,superba,*,Gloriosa superba,Native Not Endemic,"Geophyte, herb, liana","leaves, stems",leaf,*,*,*,stem,*,LaFleur & Sauther (2015),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Colchicaceae,Gloriosa ,superba,*,Gloriosa superba,Native Not Endemic,"Geophyte, herb, liana",flowers; [stems?]; mature leaves,leaf,*,*,flower,*,[stem?],Simmen et al. (2006),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Colchicaceae,Gloriosa ,superba,*,Gloriosa superba ,Native Not Endemic,"Geophyte, herb, liana",leaves,leaf,*,*,*,*,*,Sauther & Cuozzo (2009),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Combretaceae,Calopixis ,sp.,*,Calopixis sp.,Endemic,*,stems; mature leaves,leaf (mature),*,*,*,stem,*,Millette (2016),Sakaoanakoho ,Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Combretaceae,Combretum ,sp.,*,Combretum sp.,Family or Genus Not Endemic to Malagasy Region,*,leaves,leaf,*,*,*,*,*,Gemmill & Gould (2008),Tamenake/Tamenaka ,Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Combretaceae,Combretum ,sp.,*,Combretum sp.,Family or Genus Not Endemic to Malagasy Region,*,leaves,leaf,*,*,*,*,*,LaFleur & Gould (2009),Tamenake/Tamenaka ,Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Combretaceae,Combretum ,sp.,*,Combretum sp.,Family or Genus Not Endemic to Malagasy Region,*,mature leaf,leaf (mature),*,*,*,*,*,Millette (2016),Tamenake/Tamenaka ,Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Combretaceae,Combretum ,sp.,*,Combretum sp.,Family or Genus Not Endemic to Malagasy Region,*,mature leaves,leaf (mature),*,*,*,*,*,Simmen et al. (2006),Tamenake/Tamenaka ,Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Commelinaceae,Commelina ,sp.,*,Commelina sp.,Family or Genus Not Endemic to Malagasy Region,*,mature leaves,leaf (mature),*,*,*,*,*,Millette (2016),Andranahake/Andranahaka ,Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Convolvulaceae,Hildebrandtia ,sp.,*,Hildebrandtia sp.,Family or Genus Not Endemic to Malagasy Region,*,young leaves,leaf (immature),*,*,*,*,*,LaFleur & Sauther (2015),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Convolvulaceae,Hildebrandtia ,sp.,*,Hildebrandtia sp.,Family or Genus Not Endemic to Malagasy Region,*,mature leaves; young leaf/leaf bud,leaf (immature and mature),*,*,*,*,*,Simmen et al. (2006),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Convolvulaceae,Ipomoea ,batatas,*,Ipomoea batatas,Naturalized,Herb,leaves,leaf,*,*,*,*,*,LaFleur & Gould (2009),Bageda ,Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Convolvulaceae,Ipomoea ,batatas,*,Ipomoea batatas,Naturalized,Herb,leaves,leaf,*,*,*,*,*,Sauther & Cuozzo (2009),Bageda ,Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Convolvulaceae,Ipomoea ,batatas,*,Ipomoea batatas?,Naturalized,Herb,mature leaves; other,leaf (mature),*,*,*,?,*,Millette (2016),Bageda,Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Convolvulaceae,Ipomoea ,batatas,*,Sweet Potato,Naturalized,Herb,other,*,*,*,*,?,*,Gemmill & Gould (2008),Bageda ,Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Convolvulaceae,Ipomoea ,cairica,*,Ipomoea cairica,Native Not Endemic,Liana,flowers; young leaf/leaf bud; mature leaves,leaf (immature and mature),*,*,flower,*,*,Simmen et al. (2006),Teloravina/Valae (?) ,Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Convolvulaceae,Ipomoea ,cairica,*,Ipomoea carica (SIC),Native Not Endemic,Liana,flowers; mature leaves,leaf (mature),*,*,flower,*,*,Millette (2016),Teloravina/Valae (?),Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Convolvulaceae,Ipomoea ,sp.,*,Epomaea sp. (SIC),Family or Genus Not Endemic to Malagasy Region,*,flower buds; flower nectaries,*,*,*,bud; nectaries,*,*,Yamashita (1996a),Tsimatavendrano ,Soma (2006)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Convolvulaceae,Ipomoea ,sp.,*,Ipomoea sp.,Family or Genus Not Endemic to Malagasy Region,*,"leaves, buds, flowers",leaf,*,*,flower; bud,*,*,Gemmill & Gould (2008),Tsimatavendrano ,Soma (2006)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Convolvulaceae,Metaporana ,parvifolia,obtusa,Metaporana parvifolia obtusa,*,*,leaves,leaf,*,*,*,*,*,Sauther & Cuozzo (2009),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Convolvulaceae,Metaporana ,parvifolia,*,Metaporana parvifolia,Endemic,Shrub,"leaves, fruit",leaf,fruit,*,*,*,*,Gemmill & Gould (2008),Kililo; Kilililo ,Millette (2016); Gemmill & Gould (2008)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Convolvulaceae,Metaporana ,parvifolia,*,Metaporana parvifolia,Endemic,Shrub,leaves,leaf,*,*,*,*,*,LaFleur & Gould (2009),Kililo; Kilililo ,Millette (2016); Gemmill & Gould (2008)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Convolvulaceae,Metaporana ,parvifolia,*,Metaporana parvifolia,Endemic,Shrub,young leaf; mature leaf; stems,leaf (immature and mature),*,*,*,stem,*,Millette (2016),Kililo; Kilililo ,Millette (2016); Gemmill & Gould (2008)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Convolvulaceae,Metaporana ,parvifolia,*,Metaporana parvifolia,Endemic,Shrub,young leaf/leaf bud; mature leaves,leaf (immature and mature),*,*,*,*,*,Simmen et al. (2006),Kililo; Kilililo ,Millette (2016); Gemmill & Gould (2008)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Convolvulaceae,Metaporana ,parvifolia,*,Metaporana parvifolia,Endemic,Shrub,?,*,*,*,*,*,?,Yamashita et al. (2015),Kililo; Kilililo ,Millette (2016); Gemmill & Gould (2008)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Convolvulaceae,Metaporana ,spp.,*,Metaporana spp.,*,*,?,*,*,*,*,*,?,Goodman et al. (2006),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Convolvulaceae,Stictocardia ,mojangensis,*,"""Velae"" ",Endemic,Herb,flowers,*,*,*,flower,*,*,Gemmill & Gould (2008),Velae ,Gemmill & Gould (2008)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Convolvulaceae,Stictocardia ,mojangensis,*,Ipomoea majungensis (SIC),Endemic ,Herb,flower buds; flowers; fruits,*,fruit,*,flower; bud,*,*,Millette (2016),Velae ,Gemmill & Gould (2008)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Convolvulaceae,Stictocardia ,mojangensis,*,Ipomoea mojangensis,Endemic,Herb,flowers,*,*,*,flower,*,*,Simmen et al. (2006),Velae ,Gemmill & Gould (2008)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Cucurbitaceae,Citrullus ,lanatus,*,Citrullus lanatus,Naturalized ,"Herb, vine",young leaves; mature leaves; fruits,leaf (immature and mature),fruit,*,*,*,*,Millette (2016),Voamanga ,Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Cucurbitaceae,Corallocarpus ,grevei,*,Corallocarpus grevei,Endemic,"Herb, liana",ripe fruit pulp/seed; mature leaves; young leaf/leaf bud,leaf (immature and mature),fruit (ripe),fruit (pulp with seed),*,*,*,Simmen et al. (2006),Kisenendolo/Voamangandolo ,Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Cucurbitaceae,Corallocarpus ,grevei,*,Corallocarpus greveii? (SIC) ,Endemic,"Herb, liana",mature leaf,leaf (mature),*,*,*,*,*,Millette (2016),Kisenendolo/Voamangandolo ,Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Cucurbitaceae,Corallocarpus ,grevei,*,Corralocarpus greveii (SIC),Endemic,"Herb, liana",young leaves,leaf (immature),*,*,*,*,*,LaFleur & Sauther (2015),Kisenendolo/Voamangandolo ,Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Cucurbitaceae,Corallocarpus ,grevei,*,Corralocarpus greveii (SIC),Endemic,"Herb, liana",fruit,*,fruit,*,*,*,*,Sauther & Cuozzo (2009),Kisenendolo/Voamangandolo ,Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Cucurbitaceae,Cucurbita ,sp.,*,Cucurbita sp.?,Naturalized,*,young leaves; mature leaves,leaf (immature and mature),*,*,*,*,*,Millette (2016),Kisene ,Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Cucurbitaceae,Seyrigia ,gracilis,*,Seyrigia gracilis,Endemic,"Herb, liana",flower buds; stems,*,*,*,bud,stem,*,Millette (2016),Tsiridambo ,Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Cucurbitaceae,Seyrigia ,gracilis,*,Seyrigia gracilis,Endemic,"Herb, liana",fruit,*,fruit,*,*,*,*,Sauther & Cuozzo (2009),Tsiridambo ,Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Cucurbitaceae,Seyrigia ,sp.,*,Seyrigia sp.,Endemic,*,ripe fruit pulp/seed,*,fruit (ripe),fruit (pulp with seed),*,*,*,Simmen et al. (2006),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Didiereaceae,Alluaudia ,procera,*,Alluaudia procera,Endemic,Tree,flower buds; mature leaves,leaf (mature),*,*,bud,*,*,Millette (2016),Fantsiolotse ,Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Dioscoreaceae,Dioscorea ,fandra,*,Dioscorea fandra,Endemic,Vine,mature leaves,leaf (mature),*,*,*,*,*,Millette (2016),Kanjike ,Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Dioscoreaceae,Dioscorea ,nako,*,Dioscorea nako,Endemic ,Vine,mature leaves,leaf (mature),*,*,*,*,*,Millette (2016),Nako ,Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Dioscoreaceae,Dioscorea ,sp.,*,Discorea sp.,Family or Genus Not Endemic to Malagasy Region,*,mature leaves,leaf (mature),*,*,*,*,*,Millette (2016),Ovy ,Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Ebenaceae,Diospyros ,sakalavarum,*,Diospyros sakalavarum,Endemic,"Shrub, tree",mature leaves,leaf (mature),*,*,*,*,*,Millette (2016),Kibaintsihotse ,Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Euphorbiaceae,Acalypha ,decaryana,*,Acalypha decaryana,Endemic,*,young leaves; flower buds; fruits,leaf (immature),fruit,*,bud,*,*,Millette (2016),Tainajajamena ,Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Euphorbiaceae,Acalypha ,sp.,*,Acalypha sp.,*,*,young leaves,leaf (immature),*,*,*,*,*,LaFleur & Sauther (2015),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Euphorbiaceae,Acalypha ,sp.,*,Acalypha sp.,*,*,flowers; young leaf/leaf bud,leaf (immature),*,*,flower,*,*,Simmen et al. (2006),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Euphorbiaceae,Acalypha ,sp.,*,Acalypha sp.,*,*,leaves,leaf,*,*,*,*,*,Sauther & Cuozzo (2009),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Euphorbiaceae,Euphorbia ,tirucalli,*,Euphorbia tirucalli,Native Not Endemic,"Shrub, tree",[stem?],*,*,*,*,*,[stem?],Simmen et al. (2006),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Euphorbiaceae,Tragia ,tiverneana,*,Tragia tiverneana,Endemic,*,leaves,leaf,*,*,*,*,*,LaFleur & Gould (2009),Sanatry ,Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Euphorbiaceae,Tragia ,tiverneana,*,Tragia tiverneana,Endemic,*,young leaves; mature leaves; stems,leaf (immature and mature),*,*,*,stem,*,Millette (2016),Sanatry ,Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Fabaceae,Abrus ,precatorius,*,Abrus precatorius ,Native Not Endemic,"Herb, liana",mature leaves,leaf (mature),*,*,*,*,*,Simmen et al. (2006),*,*
